,City,Country,lng,lat,Temp,Humidity,Cloudiness,Wind Speed,URL
142,hobart,au,150.1915590320176,-51.89173734986453,64.4,48,75,17.22,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hobart,au"
143,yellowknife,ca,-113.7788555677439,61.10585445979365,14,43,20,14.99,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=yellowknife,ca"
144,gornyy,ru,48.52797574283514,51.7342540780553,32.11,98,92,9.31,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=gornyy,ru"
145,attawapiskat,ca,-87.00495801206796,61.715246964679665,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
146,qaanaaq,gl,-92.34058947699496,87.02357305096987,-15.78,91,0,7.52,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=qaanaaq,gl"
147,mataura,pf,-148.46057796073785,-58.95394267302002,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
148,chuy,uy,-34.88080271674701,-51.86432398883432,62.26,94,0,6.96,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=chuy,uy"
149,oyama,jp,138.70022920210062,31.400756030449514,55.4,43,75,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=oyama,jp"
150,vaini,to,-178.2216458279276,-53.28277793724694,86,74,40,24.16,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=vaini,to"
151,sentyabrskiy,ru,148.29866907628366,44.97677619409944,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
152,tingo maria,pe,-75.75472933917334,-8.683335260166174,63.61,98,68,1.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tingo maria,pe"
153,marcona,pe,-88.41404893252239,-25.599397191743876,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
154,comodoro rivadavia,ar,-66.50235122311248,-48.11217130667535,48.2,49,0,39.15,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=comodoro rivadavia,ar"
155,qena,eg,33.43046397380766,25.854532729728717,68,60,0,2.24,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=qena,eg"
156,neryungri,ru,122.97149976927278,57.39715907577275,15.01,49,0,17.02,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=neryungri,ru"
157,rikitea,pf,-141.2021421817613,-20.33883109748639,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
158,mataura,pf,-152.93663360724904,-81.63928244164983,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
159,kavieng,pg,149.81915556181013,1.636960044789916,86.56,97,8,8.41,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kavieng,pg"
160,linhares,br,-36.0174745325464,-20.850480789041328,76.3,89,68,4.72,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=linhares,br"
161,flinders,au,135.1037300556282,-28.538736375687655,78.8,54,0,8.05,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=flinders,au"
162,port alfred,za,36.889209316716745,-56.270714352499546,69.28,98,92,6.4,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=port alfred,za"
163,illoqqortoormiut,gl,-16.70516346387103,87.87559140319053,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
164,nguiu,au,131.19500507718215,-9.170153780594276,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
165,nevelsk,ru,140.65070707300913,46.90416143795272,32,100,20,15.66,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=nevelsk,ru"
166,mataura,pf,-164.32213876765934,-71.78696620075347,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
167,kahului,us,-155.01610306527715,24.05519991221881,78.08,78,40,24.16,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kahului,us"
168,kazalinsk,kz,59.43045701072862,46.27785467955374,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
169,aykhal,ru,107.77105591294139,68.76944201299304,17.98,78,0,5.5,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=aykhal,ru"
170,yar-sale,ru,72.83420525529382,73.74809545699608,25.18,88,32,16.35,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=yar-sale,ru"
171,punta arenas,cl,-87.008780009314,-73.43512809081493,35.6,93,90,19.46,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=punta arenas,cl"
172,bredasdorp,za,18.065325575153196,-62.84916012224251,60.8,93,20,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bredasdorp,za"
173,templin,de,13.45634944204781,53.24870945976522,51.8,81,75,12.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=templin,de"
174,maghama,mr,-11.448856828131142,17.897465073949647,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
175,barentsburg,sj,9.016851159971168,75.23429098758666,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
176,east london,za,58.5686379350924,-82.6014244204669,70.72,100,56,5.73,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=east london,za"
177,fagetelu,ro,24.498613230086136,44.75244631906972,42.91,81,32,2.59,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=fagetelu,ro"
178,albany,au,107.39404935727691,-85.76721447764591,68.38,72,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=albany,au"
179,diffa,ne,12.619793817083632,12.598313278462996,68.2,17,0,10.54,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=diffa,ne"
180,lemesos,cy,33.29006550389792,34.722961124726766,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
181,east london,za,50.435469739082464,-63.2532030281061,70.72,100,56,5.73,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=east london,za"
182,westport,ie,-15.154939380919842,57.470764902793604,30.85,97,0,4.5,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=westport,ie"
183,mahibadhoo,mv,66.28087421454003,3.6634775642649657,86.2,98,80,5.73,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=mahibadhoo,mv"
184,albany,au,111.2029346657273,-87.31988885451545,68.38,72,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=albany,au"
185,dalbandin,pk,63.84349748014611,29.03491054649568,63.88,48,0,4.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=dalbandin,pk"
186,sint michiel,an,-69.12744609166919,12.037037934167103,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
187,souillac,mu,61.46438359183972,-30.28666857266434,71.6,100,75,13.22,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=souillac,mu"
188,chokurdakh,ru,151.68206069496244,71.99321857670509,19.06,98,36,7.4,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=chokurdakh,ru"
189,kavieng,pg,158.51250310062812,11.141311168005274,86.56,97,8,8.41,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kavieng,pg"
190,solton,ru,86.55611014538374,52.5884823796342,21.04,71,0,6.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=solton,ru"
191,punta de piedra,hn,-84.7833658403984,16.623798140551315,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
192,victoria,sc,53.05874586314678,-1.088368117479078,80.6,78,0,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=victoria,sc"
193,avarua,ck,-165.84212328441578,-54.42685589896794,77,100,75,10.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=avarua,ck"
194,samusu,ws,-168.9737390511845,-11.454064231971856,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
195,maarianhamina,fi,19.235822497184927,60.57074802431788,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
196,marawi,sd,26.865178639196728,18.742267269089467,67.03,31,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=marawi,sd"
197,chern,ru,36.853628948345204,53.5980451271553,31.39,94,80,8.97,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=chern,ru"
198,khagaria,in,86.45865851059949,25.58857199224913,77.56,67,0,10.54,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=khagaria,in"
199,abu samrah,qa,51.28001453762272,23.68416734291243,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
200,bethel,us,-172.79195417766866,44.465834245736204,21.2,67,20,21.92,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bethel,us"
201,luderitz,na,-1.0363523837193611,-33.29158451025753,59,100,88,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=luderitz,na"
202,port keats,au,127.16137757390692,-13.87750325127871,94.03,73,0,3.94,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=port keats,au"
203,oyem,ga,12.098129932375684,1.5876664543311705,71.44,99,44,2.37,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=oyem,ga"
204,morondava,mg,42.52407784789878,-19.68355230575736,75.58,100,8,3.6,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=morondava,mg"
205,hermanus,za,-0.8856500469329944,-68.54375895141213,59.38,100,64,2.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hermanus,za"
206,mehamn,no,26.92948087587564,75.42165572864195,20.41,76,68,5.73,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=mehamn,no"
207,dalbandin,pk,64.06209410650374,28.749694822335513,63.88,48,0,4.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=dalbandin,pk"
208,hilo,us,-142.67731835663506,23.92153879270691,80.6,74,90,6.93,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hilo,us"
209,cayenne,gf,-43.71103797627552,13.67827175579643,77,94,90,6.96,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=cayenne,gf"
210,ushuaia,ar,-67.31610079026369,-73.46735048026657,41,86,40,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ushuaia,ar"
211,umzimvubu,za,40.052171505826294,-42.57863687233593,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
212,fare,pf,-149.58347502459844,-15.272144502831765,81.7,100,88,4.61,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=fare,pf"
213,deputatskiy,ru,142.2453873494141,70.93693994168086,24.28,91,56,4.05,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=deputatskiy,ru"
214,qaanaaq,gl,-80.06557565695392,85.75416905123606,-15.78,91,0,7.52,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=qaanaaq,gl"
215,bongor,td,15.63837509641374,9.941157032895319,76.21,56,44,2.48,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bongor,td"
216,puerto ayora,ec,-96.93857506816246,-19.69032911267071,76.48,99,0,6.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=puerto ayora,ec"
217,bethel,us,-159.31297017197028,54.88047272649462,21.2,67,20,21.92,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bethel,us"
218,kodiak,us,-147.86611663144492,50.55809755972106,37.4,51,1,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kodiak,us"
219,saint-philippe,re,60.19937152585425,-41.8849555877027,76.05,78,68,10.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=saint-philippe,re"
220,talnakh,ru,92.52949791502965,82.06063699929862,11.59,86,76,23.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=talnakh,ru"
221,attawapiskat,ca,-85.36822506102061,62.92547960769653,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
222,ushuaia,ar,-67.71124602790918,-77.49565536087458,41,86,40,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ushuaia,ar"
223,vaini,to,-179.91125690277326,-20.07289980689208,86,74,40,24.16,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=vaini,to"
224,marawi,sd,28.656554541422253,17.28554258033894,67.03,31,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=marawi,sd"
225,cedar city,us,-112.62403268008381,38.8571573857765,60.8,18,75,10.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=cedar city,us"
226,punta arenas,cl,-114.54326749546738,-75.36898780621198,35.6,93,90,19.46,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=punta arenas,cl"
227,taolanaro,mg,54.81664710737948,-44.04784886538853,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
228,grand centre,ca,-110.29377086883989,58.0477760795647,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
229,faanui,pf,-154.52228363366223,-5.840609979426432,82.96,100,68,6.4,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=faanui,pf"
230,samusu,ws,-164.29750213717506,-8.449398484535863,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
231,ponta do sol,cv,-29.166011499437417,19.160886120306387,68.2,100,8,15.01,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ponta do sol,cv"
232,cape town,za,0.20040498411975705,-58.15879098080744,60.8,93,75,9.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=cape town,za"
233,port elizabeth,za,38.03289948335359,-89.72331226465015,66.2,93,75,11.41,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=port elizabeth,za"
234,coquimbo,cl,-84.54244252119618,-28.918065149887624,57.2,87,90,2.24,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=coquimbo,cl"
235,ushuaia,ar,-56.5671792095749,-83.23745827396533,41,86,40,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ushuaia,ar"
236,antofagasta,cl,-72.4933842655576,-23.629607704863034,62.6,77,0,8.05,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=antofagasta,cl"
237,sohag,eg,29.846207087438273,24.735965984602444,60.91,57,0,8.63,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=sohag,eg"
238,atuona,pf,-122.95324780477668,-5.2697613225564055,81.7,100,8,11.77,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=atuona,pf"
239,namibe,ao,9.248785017741653,-16.430929957819373,78.73,100,92,11.32,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=namibe,ao"
240,taolanaro,mg,70.83769739032829,-70.31500064605561,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
241,cidreira,br,-27.100143492106156,-53.07800686031618,63.16,93,0,4.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=cidreira,br"
242,kavaratti,in,71.89276777893332,12.169225961041988,85.66,99,20,1.14,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kavaratti,in"
243,arraial do cabo,br,-21.720590503011692,-47.82928943216776,75.58,97,88,4.16,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=arraial do cabo,br"
244,college,us,-149.66206916518814,70.46083805342553,27.86,42,40,14.99,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=college,us"
245,kapaa,us,-177.38191234300194,22.96382788761146,81.25,74,75,20.8,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kapaa,us"
246,dunedin,nz,174.60600166581656,-51.51827304969427,69.37,41,0,5.39,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=dunedin,nz"
247,port blair,in,89.5172669667192,14.041582323601403,84.4,100,0,3.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=port blair,in"
248,adrar,dz,0.5538645703912266,24.540035874596853,69.8,25,32,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=adrar,dz"
249,saint george,bm,-51.89601729469388,29.629709760550767,68,88,40,11.41,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=saint george,bm"
250,obo,cf,25.918857555815634,5.9011680950043655,68.02,96,80,3.38,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=obo,cf"
251,upernavik,gl,-55.895310031318644,85.7923711185376,6.46,89,44,8.97,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=upernavik,gl"
252,taolanaro,mg,47.805964159599824,-31.059715453076123,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
253,faanui,pf,-157.80025483525026,-5.536557363168868,82.96,100,68,6.4,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=faanui,pf"
254,rikitea,pf,-130.64543823352145,-77.97296896494062,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
255,rikitea,pf,-134.7472599152757,-17.653206998868626,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
256,tambul,sd,34.88955591171117,15.036034604309918,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
257,ancud,cl,-91.46320062164021,-41.64605510891294,52.54,66,92,14,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ancud,cl"
258,tsihombe,mg,48.983542832929686,-40.85405901234141,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
259,busselton,au,86.39494351450469,-67.7321631679259,68.2,100,0,11.43,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=busselton,au"
260,busselton,au,86.48087971256729,-38.600368209332146,68.2,100,0,11.43,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=busselton,au"
261,carauari,br,-67.6090857921521,-4.185494771485125,74.23,94,8,2.37,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=carauari,br"
262,rawson,ar,-62.10995380851858,-47.00653904450796,59.74,23,48,17.25,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rawson,ar"
263,korla,cn,87.12347696654115,41.6936951395181,44.17,38,0,7.63,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=korla,cn"
264,cape town,za,9.103559908381555,-39.29277519066693,60.8,93,75,9.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=cape town,za"
265,hilo,us,-145.2404988534043,6.452619403233442,80.6,74,90,6.93,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hilo,us"
266,pisco,pe,-85.14244466595365,-20.01757406640344,69.8,77,0,9.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=pisco,pe"
267,tuktoyaktuk,ca,-131.13414618950534,78.0799178086607,-0.77,84,90,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tuktoyaktuk,ca"
268,vaitupu,wf,-177.38745651054197,-0.032585754959129076,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
269,kodiak,us,-147.4739279008878,46.451849066169075,37.4,51,1,5.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=kodiak,us"
270,hobart,au,147.9514416428575,-84.87353630408938,64.4,48,75,17.22,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hobart,au"
271,vernon,us,-99.14582917771577,33.67304816437084,45.3,33,40,12.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=vernon,us"
272,san cristobal,ec,-91.0282702185062,-11.842870249738212,61.54,100,92,1.92,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=san cristobal,ec"
273,tuktoyaktuk,ca,-140.55624174540662,85.1069228828161,-0.77,84,90,4.7,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=tuktoyaktuk,ca"
274,rikitea,pf,-137.55095838731376,-69.26514204757197,76.3,100,56,9.75,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=rikitea,pf"
275,puerto ayora,ec,-100.87031122385604,2.6332125656433334,76.48,99,0,6.29,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=puerto ayora,ec"
276,bluff,nz,162.88818950866067,-68.89025164644781,60.01,89,68,30.11,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=bluff,nz"
277,altay,cn,87.69272846137,46.757775688312734,22.03,53,0,2.93,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=altay,cn"
278,hermanus,za,14.503366889367868,-66.17707342624213,59.38,100,64,2.82,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=hermanus,za"
279,albany,au,115.67488582267407,-89.02503988328924,68.38,72,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=albany,au"
280,isangel,vu,179.95141846860747,-22.844891920303752,80.26,100,48,11.32,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=isangel,vu"
281,albany,au,116.13758358041224,-53.76521572651348,68.38,72,0,9.98,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=albany,au"
282,barentsburg,sj,5.007682422918805,85.50589405579217,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
283,gawler,au,138.9443096313135,-33.61349427482623,68,56,0,9.17,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=gawler,au"
284,jamestown,sh,-15.574768488993044,-49.96807085303987,73.78,100,88,10.2,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=jamestown,sh"
285,ushuaia,ar,-64.37451562634736,-59.31769246844773,41,86,40,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=ushuaia,ar"
286,victoria,sc,55.912572806081755,-10.373480538763786,80.6,78,0,3.36,"http://api.openweathermap.org/data/2.5/weather?units=Imperial&appid=b7f5676635f18ef33d91fd505a223312&q=victoria,sc"
287,mataura,pf,-154.182949317144,-76.81146340343852,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable,No Data Avaiable
